
------ 1926311864 :: Soul Filcher's Clearing Time ------

1926311864::EN::ItemName_Base.CuttingBoardWooden = "Wooden Cutting Board",
1926311864::CN::ItemName_Base.CuttingBoardWooden = "ceshiceshi木质砧板dafdsa",
	1926311864::EN::ItemName_Base.PoolballInSock = "Poolball In Sock",
	1945359259::EN::IGUI_Dream55 = "The concrete walls of the police station in Rosewood greet me on either side. It's a hallway, going straight to the wide open steel door. There's a desk in plain view, but whoever may have once sat there was gone. Probably one of the freaks. I begin down the hall, hearing the soft thud of my boots on the tile floor below me. Other than that, all there is is my own breath and the rattling of all the things in my bag. No groans, no banging, nothing but silence. Then I stop. It's like there's something there, keeping me from moving forward. Like something won't let me take a step forward. And I sense something behind me. I turn; nothing even tries to prevent me from doing that. I can move my feet to turn all the way around, but I can't take a step. Not that I want to get closer to what I see. There's a man, standing at the other end of the hallway. He doesn't move, just stares. He's wearing the same clothes as me, down to the stains on his shirt. Except his gas mask. I'm not wearing one of those. Now I can hear him breathe. He takes a step towards me. I raise my shotgun instinctively. Had I been holding this the whole time? Whatever. I shout at him; tell him to stop approaching me. He doesn't stop, continuing his stride with the confidence like he'd done this all before. I warn him again, telling him that I will kill him. Still, he comes. I squeeze the trigger. <LINE> <LINE> Click  <LINE> <LINE> The sound is louder than anything I'd ever heard. I pull my left hand back, racking back the pump with it's own click as the bolt rides back, spitting out... I watch the shotgun eject a perfectly good shotgun shell. Turning the gun to the side a little, a run my hand forward, hearing the 'clack' as I watch the bolt push another fresh shell into the chamber. I take aim on the man, still taking his sweet time as he walks with purpose. <LINE> <LINE> Click <LINE> <LINE> I drop the shotgun. Something must be wrong with it. My hand goes into the holster on my hip, fishing out the M9 resting there and align the sights with him. <LINE> <LINE> Click <LINE> <LINE> I don't even waste the time to check the chamber. I just rear back ant toss the gun at the man, toss it as hard as I can. He stops and stands, perhaps 10 feet from me as the gun flies at him... And he catches it. The man stands there, wrapping his hand around the grip and racks the slide back, letting it slam shut. He raises it, and something in the back of my mind tells me that I won't be as lucky as he was. If that was even luck. There was not word said in the agonizing second there was. <LINE> <LINE> Then there was a bang.",
	1945359259::CN::IGUI_Dream55 = " <RGB: 0,0.5,1> 直升机 <LINE> <RGB: 1,1,1> <LINE> 罗斯伍德警局的混凝土墙从两侧压迫而来.  <LINE> 走廊尽头的钢门大开, 桌后空无一人.  <LINE> 只有靴子踏在瓷砖上的闷响和包里物品的碰撞 <LINE> 声.  <LINE> 没有呻吟, 没有撞击, 只有寂静.  <LINE> 突然我僵住了——有东西阻止我前进.  <LINE> 感觉背后有东西.  <LINE> 转身却空无一物.  <LINE> 走廊尽头站着个男人.  <LINE> 他穿着和我完全相同的衣服, 除了防毒面具.  <LINE> 他向我走来.  <LINE> 我本能地举起霰弹枪 <LINE> (我一直拿着它吗?) <LINE> 警告他停下.  <LINE> 他自信地继续逼近.  <LINE> 我扣动扳机.  <LINE> 咔嗒 <LINE> 声音震耳欲聋.  <LINE> 左手回拉上膛, 退出的完好霰弹壳让我困惑.  <LINE> 检查枪械后再次瞄准.  <LINE> 咔嗒 <LINE> 我扔下霰弹枪掏出手枪.  <LINE> 咔嗒 <LINE> 把手枪砸向他...他接住了.  <LINE> 他检查手枪的样子让我意识到 <LINE> 我不会像他那么幸运.  <LINE> 没有言语, 只有折磨人的寂静.  <LINE> 然后是枪响.",
	1945359259::EN::IGUI_Dream55_Say = "These dreams are getting worse...",
	1945359259::CN::IGUI_Dream55_Say = "这些梦越来越糟了...",
		1945359259::EN::IGUI_Dream56 = "I ride the bus, it’s night on the street. And suddenly I start smoking. One, two, three ... And then I see people I know in the cabin. They angrily discuss what I smoke. And I understand that they will tell everything to the police. Therefore, I go to the nearest stop. I have two huge bags in my hands. One with vegetables, the other with clothes. I put them on the ground and look around for another transport. And then I understand that some people like me stole my bags on migrants. And it’s horrible! After all, all my clothes are there! Somehow I find them. And I get into their house. Talk about they don’t help things. I see my things scattered around their house, but I can’t pick them up and run away. I get to the second floor, and there is their son, and later the eldest daughter comes in. I tell them about the situation, I ask for help. They they kind of agree. And here I see through the attic wall, as the police approach me in the garden ... The environment changes and my mother and I are sitting at a woman at a round table. She tells us some magical secrets. But then it turns out that we should pretend that nothing like this is happening here. She puts some old money on the table, among which two bills of one hundred. And we have to pay this off with her for a look. And we are not two already, but there is someone else, and this someone takes the money. Mom and I are left with old bills. And I think. - How do we pay them, because they have long been worthless? Some people come in ... Then everything is vaguely. I am in front of this woman’s house. There flowers grow on a flower bed and I see a fence behind a flower bed, like my grandmother. I climb over the fence to do some magical practices. Either to a flower, or to a cat. I’ve done something weird, and I’m being punished for it. ",
		1945359259::CN::IGUI_Dream56 = "我乘夜班公交车时突然开始抽烟.  <LINE> 一二三...然后看到熟人在车上 <LINE> 愤怒讨论我要报警.  <LINE> 所以在最近站台下车.  <LINE> 提着两袋东西一袋蔬菜一袋衣服.  <LINE> 放下袋子寻找其他交通工具时,  <LINE> 移民模样的人偷走了我的包.  <LINE> 太可怕了! 所有衣服都在里面!  <LINE> 设法找到他们住处.  <LINE> 东西散落各处但我拿不回来.  <LINE> 上二楼看到他们的儿子, 后来大女儿进来.  <LINE> 我说明情况请求帮助.  <LINE> 他们勉强同意.  <LINE> 透过阁楼墙看到警察进院子... <LINE> 场景变成我和母亲与神秘女人围坐圆桌.  <LINE> 她讲述魔法秘密, 但要求我们假装无事发生.  <LINE> 她在桌上放旧钞票, 其中有两张百元钞.  <LINE> 我们必须用这些钱"支付".  <LINE> 突然我们变成三人, 钱被拿走.  <LINE> 我和母亲只剩作废的旧钞.  <LINE> 有人进来...模糊中我来到她家门前.  <LINE> 翻过栅栏做魔法仪式——对花或猫.  <LINE> 我做了错事被惩罚...",
		1945359259::EN::IGUI_Dream57 = "Mom makes her way through some terrible sewer, I crawl after. Around the trash, darkness, sometimes I have to crawl on all fours, and then rats run through the hands. Fatty owners of slippery tails. Mom bends the rods, rakes up rubble so that it makes it easier for me It seems that these manholes are endless. Finally, mother rests on the wall. This is a dead end. In the dark, she leads her hands on mucous stones and metal, trying to find at least some door or gap. And she gropes for a staircase, rusty, covered with the same sticky trash we climb cc The legs fall off, the stairs creak and heel. It’s unbearably difficult to climb it, but we crawl. At the very top, under the ceiling, there’s a dead end again. And mom again fumbles with her hands on the ceiling, trying to find salvation and finds a hatch. With a giant reluctance, rusty the mechanism lends itself, the lid slowly rises upward. Fresh, clean air poured into his face. Heat. Overhead, the mother scrambling out of the hatch stretches the sky - piercing blue, exuding so much love and compassion that it just squeezes it to the floor. And at the same time I want to take off. Mom helps me out, holding hands tightly. She does not see anything around, only this sky and feels only gushing love. ",
		1945359259::CN::IGUI_Dream57 = "母亲在可怕的下水道爬行, 我跟在后面.  <LINE> 垃圾、黑暗、有时要四肢着地, 老鼠从手上跑过.  <LINE> 母亲掰弯铁条清理碎石方便我通过.  <LINE> 终于她碰到墙——死路.  <LINE> 在黑暗中摸索寻找缝隙, 找到了 <LINE> 生锈粘腻的应急楼梯.  <LINE> 艰难攀爬时, 楼梯突然打开天花板活板门.  <LINE> 清新空气扑面而来.  <LINE> 母亲先出去伸手拉我.  <LINE> 我们仰望天空 <LINE> 那充满爱与慈悲的蔚蓝让人想飞起来...",
		1945359259::EN::IGUI_Dream58 = "I open the front door, I see three zombies slowly heading in my direction. I close it. The door is wooden, about ten centimeters thick, but it does not fit snugly against the doorway. Besides, from the inside, the door closes only with a heavy metal stick inserted almost on diagonals in special loops. Reliability is doubtful. <LINE> <LINE> In the house, besides me, there are several more people. They keep the defense by the numerous windows - there are 5 or 6. I, as usual, I rummage through the drawers in search of weapons. metal pin it’s smaller and lighter than the one that serves as a deadbolt. Somehow the door is open and the dead are bursting into the house. I beat their onslaught with the deadbolt, but it’s heavy and dull - there’s little use for it. The door, in the end, succeeds besides the pin, I find a large one, 40 centimeters in length, a knife made of a solid piece of silver metal. As a child, they peeled potatoes and cut cucumbers for salad. <LINE> <LINE> I notice that the zombies surrounded house. If it were not for the bars on the windows, they would already be inside. Although they are already inside the house. I'm urgently looking for how to close the door leading to the rooms. There is already a mess. Only one girl survived from the living. We still closed the door. I see a hole in the ceiling - in the attic, too, everything is already teeming with the dead - some of them periodically fall down to us ... ",
		1945359259::CN::IGUI_Dream58 = "我打开前门看到三只丧尸慢慢逼近.  <LINE> 关上门.  <LINE> 十厘米厚的木门与门框不贴合,  <LINE> 只用金属棒斜插在环扣里固定.  <LINE> 不太可靠.  <LINE> 屋里还有几个人守窗户——五六个.  <LINE> 我翻抽屉找武器.  <LINE> 找到金属棒但比门闩轻小.  <LINE> 还找到40厘米长的纯银刀 <LINE> 小时候用它削土豆切黄瓜.  <LINE> 门突然开了, 丧尸涌入.  <LINE> 我用门闩抵抗但太钝.  <LINE> 注意到丧尸已包围房子.  <LINE> 要不是窗栅它们早进来了.  <LINE> 虽然它们已经进来了... <LINE> 我们勉强关上门.  <LINE> 只有我和一个女孩幸存.  <LINE> 天花板破洞里的丧尸不断掉下来...",
